algorithm,function,seed_type,seed,eval_count,best_f
SA,sphere,pilot,3,15300.0,1.2149323837549928
SA,sphere,pilot,3,15400.0,1.2149323837549928
SA,sphere,pilot,3,15500.0,1.2149323837549928
SA,sphere,pilot,3,15600.0,1.2149323837549928
SA,sphere,pilot,3,15700.0,1.2149323837549928
SA,sphere,pilot,3,15800.0,1.2149323837549928
SA,sphere,pilot,3,15900.0,1.2149323837549928
SA,sphere,pilot,3,16000.0,1.2149323837549928
SA,sphere,pilot,3,16100.0,1.2149323837549928
SA,sphere,pilot,3,16200.0,1.2149323837549928
SA,sphere,pilot,3,16300.0,1.2149323837549928
SA,sphere,pilot,3,16400.0,1.2149323837549928
SA,sphere,pilot,3,16500.0,1.2149323837549928
SA,sphere,pilot,3,16600.0,1.2149323837549928
SA,sphere,pilot,3,16700.0,1.2149323837549928
SA,sphere,pilot,3,16800.0,1.2149323837549928
SA,sphere,pilot,3,16900.0,1.2149323837549928
SA,sphere,pilot,3,17000.0,1.2149323837549928
SA,sphere,pilot,3,17100.0,1.2149323837549928
SA,sphere,pilot,3,17200.0,1.2149323837549928
SA,sphere,pilot,3,17300.0,1.2149323837549928
SA,sphere,pilot,3,17400.0,1.2149323837549928
SA,sphere,pilot,3,17500.0,1.2149323837549928
SA,sphere,pilot,3,17600.0,1.2149323837549928
SA,sphere,pilot,3,17700.0,1.2149323837549928
SA,sphere,pilot,3,17800.0,1.2149323837549928
SA,sphere,pilot,3,17900.0,1.2149323837549928
SA,sphere,pilot,3,18000.0,1.2149323837549928
SA,sphere,pilot,3,18100.0,1.2149323837549928
SA,sphere,pilot,3,18200.0,1.2149323837549928
SA,sphere,pilot,3,18300.0,1.2149323837549928
SA,sphere,pilot,3,18400.0,1.2149323837549928
SA,sphere,pilot,3,18500.0,1.2149323837549928
SA,sphere,pilot,3,18600.0,1.2149323837549928
SA,sphere,pilot,3,18700.0,1.2149323837549928
SA,sphere,pilot,3,18800.0,1.2149323837549928
SA,sphere,pilot,3,18900.0,1.2149323837549928
SA,sphere,pilot,3,19000.0,1.2149323837549928
SA,sphere,pilot,3,19100.0,1.075091127911941
SA,sphere,pilot,3,19200.0,1.075091127911941
SA,sphere,pilot,3,19300.0,1.075091127911941
SA,sphere,pilot,3,19400.0,1.075091127911941
SA,sphere,pilot,3,19500.0,1.075091127911941
SA,sphere,pilot,3,19600.0,1.075091127911941
SA,sphere,pilot,3,19700.0,1.075091127911941
SA,sphere,pilot,3,19800.0,1.075091127911941
SA,sphere,pilot,3,19900.0,1.075091127911941
SA,sphere,pilot,3,20000.0,1.075091127911941
SA,sphere,pilot,4,100.0,41.76624659824888
SA,sphere,pilot,4,200.0,31.093466984444124
SA,sphere,pilot,4,300.0,9.566409096183387
SA,sphere,pilot,4,400.0,5.9719432200393685
SA,sphere,pilot,4,500.0,2.34184342781063
SA,sphere,pilot,4,600.0,2.34184342781063
SA,sphere,pilot,4,700.0,2.34184342781063
SA,sphere,pilot,4,800.0,2.34184342781063
SA,sphere,pilot,4,900.0,2.34184342781063
SA,sphere,pilot,4,1000.0,2.34184342781063
SA,sphere,pilot,4,1100.0,2.34184342781063
SA,sphere,pilot,4,1200.0,2.2323231775431567
SA,sphere,pilot,4,1300.0,2.2323231775431567
SA,sphere,pilot,4,1400.0,2.2323231775431567
SA,sphere,pilot,4,1500.0,2.2323231775431567
SA,sphere,pilot,4,1600.0,2.2323231775431567
SA,sphere,pilot,4,1700.0,2.2323231775431567
SA,sphere,pilot,4,1800.0,2.2323231775431567
SA,sphere,pilot,4,1900.0,1.5572854157625147
SA,sphere,pilot,4,2000.0,1.5572854157625147
SA,sphere,pilot,4,2100.0,1.5572854157625147
SA,sphere,pilot,4,2200.0,1.5572854157625147
SA,sphere,pilot,4,2300.0,1.5572854157625147
SA,sphere,pilot,4,2400.0,1.5572854157625147
SA,sphere,pilot,4,2500.0,1.5572854157625147
SA,sphere,pilot,4,2600.0,1.5572854157625147
SA,sphere,pilot,4,2700.0,1.5572854157625147
SA,sphere,pilot,4,2800.0,1.5572854157625147
SA,sphere,pilot,4,2900.0,1.5572854157625147
SA,sphere,pilot,4,3000.0,1.5572854157625147
SA,sphere,pilot,4,3100.0,1.5572854157625147
SA,sphere,pilot,4,3200.0,1.5572854157625147
SA,sphere,pilot,4,3300.0,1.5572854157625147
SA,sphere,pilot,4,3400.0,1.5572854157625147
SA,sphere,pilot,4,3500.0,1.5572854157625147
SA,sphere,pilot,4,3600.0,1.5572854157625147
SA,sphere,pilot,4,3700.0,1.5572854157625147
SA,sphere,pilot,4,3800.0,1.5572854157625147
SA,sphere,pilot,4,3900.0,1.5572854157625147
SA,sphere,pilot,4,4000.0,1.5572854157625147
SA,sphere,pilot,4,4100.0,1.5572854157625147
SA,sphere,pilot,4,4200.0,1.5572854157625147
SA,sphere,pilot,4,4300.0,1.5572854157625147
SA,sphere,pilot,4,4400.0,1.5572854157625147
SA,sphere,pilot,4,4500.0,1.5572854157625147
SA,sphere,pilot,4,4600.0,1.5572854157625147
SA,sphere,pilot,4,4700.0,1.5572854157625147
SA,sphere,pilot,4,4800.0,1.5572854157625147
SA,sphere,pilot,4,4900.0,1.5572854157625147
SA,sphere,pilot,4,5000.0,1.5572854157625147
SA,sphere,pilot,4,5100.0,1.5572854157625147
SA,sphere,pilot,4,5200.0,1.5572854157625147
SA,sphere,pilot,4,5300.0,1.5572854157625147
SA,sphere,pilot,4,5400.0,1.5572854157625147
SA,sphere,pilot,4,5500.0,1.5572854157625147
SA,sphere,pilot,4,5600.0,1.5572854157625147
SA,sphere,pilot,4,5700.0,1.5572854157625147
SA,sphere,pilot,4,5800.0,1.5572854157625147
SA,sphere,pilot,4,5900.0,1.5572854157625147
SA,sphere,pilot,4,6000.0,1.5572854157625147
SA,sphere,pilot,4,6100.0,1.5572854157625147
SA,sphere,pilot,4,6200.0,1.5572854157625147
SA,sphere,pilot,4,6300.0,1.5572854157625147
SA,sphere,pilot,4,6400.0,1.5572854157625147
SA,sphere,pilot,4,6500.0,1.5572854157625147
SA,sphere,pilot,4,6600.0,1.5572854157625147
SA,sphere,pilot,4,6700.0,1.5572854157625147
SA,sphere,pilot,4,6800.0,1.5572854157625147
SA,sphere,pilot,4,6900.0,1.5572854157625147
SA,sphere,pilot,4,7000.0,1.5572854157625147
SA,sphere,pilot,4,7100.0,1.5572854157625147
SA,sphere,pilot,4,7200.0,1.5572854157625147
SA,sphere,pilot,4,7300.0,1.5572854157625147
SA,sphere,pilot,4,7400.0,1.5572854157625147
SA,sphere,pilot,4,7500.0,1.5572854157625147
SA,sphere,pilot,4,7600.0,1.5572854157625147
SA,sphere,pilot,4,7700.0,1.5572854157625147
SA,sphere,pilot,4,7800.0,1.5572854157625147
SA,sphere,pilot,4,7900.0,1.5572854157625147
SA,sphere,pilot,4,8000.0,1.5572854157625147
SA,sphere,pilot,4,8100.0,1.5572854157625147
SA,sphere,pilot,4,8200.0,1.5572854157625147
SA,sphere,pilot,4,8300.0,1.5572854157625147
SA,sphere,pilot,4,8400.0,1.5572854157625147
SA,sphere,pilot,4,8500.0,1.5572854157625147
SA,sphere,pilot,4,8600.0,1.5572854157625147
SA,sphere,pilot,4,8700.0,1.5572854157625147
SA,sphere,pilot,4,8800.0,1.5572854157625147
SA,sphere,pilot,4,8900.0,1.5572854157625147
SA,sphere,pilot,4,9000.0,1.5572854157625147
SA,sphere,pilot,4,9100.0,1.5572854157625147
SA,sphere,pilot,4,9200.0,1.5572854157625147
SA,sphere,pilot,4,9300.0,1.5572854157625147
SA,sphere,pilot,4,9400.0,1.5572854157625147
SA,sphere,pilot,4,9500.0,1.5572854157625147
SA,sphere,pilot,4,9600.0,1.5572854157625147
SA,sphere,pilot,4,9700.0,1.5572854157625147
SA,sphere,pilot,4,9800.0,1.5572854157625147
SA,sphere,pilot,4,9900.0,1.5572854157625147
SA,sphere,pilot,4,10000.0,1.5572854157625147
SA,sphere,pilot,4,10100.0,1.5572854157625147
SA,sphere,pilot,4,10200.0,1.5572854157625147
SA,sphere,pilot,4,10300.0,1.5572854157625147
SA,sphere,pilot,4,10400.0,1.5572854157625147
SA,sphere,pilot,4,10500.0,1.5572854157625147
SA,sphere,pilot,4,10600.0,1.5572854157625147
SA,sphere,pilot,4,10700.0,1.5572854157625147
SA,sphere,pilot,4,10800.0,1.5572854157625147
SA,sphere,pilot,4,10900.0,1.5572854157625147
SA,sphere,pilot,4,11000.0,1.5572854157625147
SA,sphere,pilot,4,11100.0,1.5572854157625147
SA,sphere,pilot,4,11200.0,1.5572854157625147
SA,sphere,pilot,4,11300.0,1.5572854157625147
SA,sphere,pilot,4,11400.0,1.5572854157625147
SA,sphere,pilot,4,11500.0,1.5572854157625147
SA,sphere,pilot,4,11600.0,1.5572854157625147
SA,sphere,pilot,4,11700.0,1.5572854157625147
SA,sphere,pilot,4,11800.0,1.5572854157625147
SA,sphere,pilot,4,11900.0,1.5572854157625147
SA,sphere,pilot,4,12000.0,1.5572854157625147
SA,sphere,pilot,4,12100.0,1.5572854157625147
SA,sphere,pilot,4,12200.0,1.5572854157625147
SA,sphere,pilot,4,12300.0,1.5572854157625147
SA,sphere,pilot,4,12400.0,1.5572854157625147
SA,sphere,pilot,4,12500.0,1.5572854157625147
SA,sphere,pilot,4,12600.0,1.5572854157625147
SA,sphere,pilot,4,12700.0,1.5572854157625147
SA,sphere,pilot,4,12800.0,1.5572854157625147
SA,sphere,pilot,4,12900.0,1.5572854157625147
SA,sphere,pilot,4,13000.0,1.5572854157625147
SA,sphere,pilot,4,13100.0,1.5572854157625147
SA,sphere,pilot,4,13200.0,1.5572854157625147
SA,sphere,pilot,4,13300.0,1.5572854157625147
SA,sphere,pilot,4,13400.0,1.5572854157625147
SA,sphere,pilot,4,13500.0,1.5572854157625147
SA,sphere,pilot,4,13600.0,1.5572854157625147
SA,sphere,pilot,4,13700.0,1.5572854157625147
SA,sphere,pilot,4,13800.0,1.5572854157625147
SA,sphere,pilot,4,13900.0,1.5572854157625147
SA,sphere,pilot,4,14000.0,1.5572854157625147
SA,sphere,pilot,4,14100.0,1.5572854157625147
SA,sphere,pilot,4,14200.0,1.5572854157625147
SA,sphere,pilot,4,14300.0,1.5572854157625147
SA,sphere,pilot,4,14400.0,1.5572854157625147
SA,sphere,pilot,4,14500.0,1.5572854157625147
SA,sphere,pilot,4,14600.0,1.5572854157625147
SA,sphere,pilot,4,14700.0,1.5572854157625147
SA,sphere,pilot,4,14800.0,1.5572854157625147
SA,sphere,pilot,4,14900.0,1.5572854157625147
SA,sphere,pilot,4,15000.0,1.5572854157625147
SA,sphere,pilot,4,15100.0,1.5572854157625147
SA,sphere,pilot,4,15200.0,1.5572854157625147
SA,sphere,pilot,4,15300.0,1.5572854157625147
SA,sphere,pilot,4,15400.0,1.5572854157625147
SA,sphere,pilot,4,15500.0,1.5572854157625147
SA,sphere,pilot,4,15600.0,1.5572854157625147
SA,sphere,pilot,4,15700.0,1.5572854157625147
SA,sphere,pilot,4,15800.0,1.5572854157625147
SA,sphere,pilot,4,15900.0,1.5572854157625147
SA,sphere,pilot,4,16000.0,1.5572854157625147
SA,sphere,pilot,4,16100.0,1.5572854157625147
SA,sphere,pilot,4,16200.0,1.5572854157625147
SA,sphere,pilot,4,16300.0,1.5572854157625147
SA,sphere,pilot,4,16400.0,1.5572854157625147
SA,sphere,pilot,4,16500.0,1.5572854157625147
SA,sphere,pilot,4,16600.0,1.5572854157625147
SA,sphere,pilot,4,16700.0,1.5572854157625147
SA,sphere,pilot,4,16800.0,1.5572854157625147
SA,sphere,pilot,4,16900.0,1.5572854157625147
SA,sphere,pilot,4,17000.0,1.5572854157625147
SA,sphere,pilot,4,17100.0,1.5572854157625147
SA,sphere,pilot,4,17200.0,1.5572854157625147
SA,sphere,pilot,4,17300.0,1.5572854157625147
SA,sphere,pilot,4,17400.0,1.5572854157625147
SA,sphere,pilot,4,17500.0,1.5572854157625147
SA,sphere,pilot,4,17600.0,1.5572854157625147
SA,sphere,pilot,4,17700.0,1.5572854157625147
SA,sphere,pilot,4,17800.0,1.5572854157625147
SA,sphere,pilot,4,17900.0,1.5572854157625147
SA,sphere,pilot,4,18000.0,1.5572854157625147
SA,sphere,pilot,4,18100.0,1.5572854157625147
SA,sphere,pilot,4,18200.0,1.5572854157625147
SA,sphere,pilot,4,18300.0,1.5572854157625147
SA,sphere,pilot,4,18400.0,1.5572854157625147
SA,sphere,pilot,4,18500.0,1.5572854157625147
SA,sphere,pilot,4,18600.0,1.5572854157625147
SA,sphere,pilot,4,18700.0,1.5572854157625147
SA,sphere,pilot,4,18800.0,1.5572854157625147
SA,sphere,pilot,4,18900.0,1.5572854157625147
SA,sphere,pilot,4,19000.0,1.5572854157625147
SA,sphere,pilot,4,19100.0,1.5572854157625147
SA,sphere,pilot,4,19200.0,1.5572854157625147
SA,sphere,pilot,4,19300.0,1.5572854157625147
SA,sphere,pilot,4,19400.0,1.5572854157625147
SA,sphere,pilot,4,19500.0,1.5572854157625147
SA,sphere,pilot,4,19600.0,1.5572854157625147
SA,sphere,pilot,4,19700.0,1.5572854157625147
SA,sphere,pilot,4,19800.0,1.5572854157625147
SA,sphere,pilot,4,19900.0,1.5572854157625147
SA,sphere,pilot,4,20000.0,1.5572854157625147
SA,sphere,final,100,100.0,55.072027563293155
SA,sphere,final,100,200.0,36.74196278409947
SA,sphere,final,100,300.0,16.354577255040418
SA,sphere,final,100,400.0,10.663317495878516
SA,sphere,final,100,500.0,6.1270182288262935
SA,sphere,final,100,600.0,5.279013498311382
SA,sphere,final,100,700.0,1.9215601510490348
SA,sphere,final,100,800.0,1.9215601510490348
SA,sphere,final,100,900.0,1.9215601510490348
SA,sphere,final,100,1000.0,1.9215601510490348
SA,sphere,final,100,1100.0,1.9215601510490348
SA,sphere,final,100,1200.0,1.9215601510490348
SA,sphere,final,100,1300.0,1.9215601510490348
SA,sphere,final,100,1400.0,1.9215601510490348
SA,sphere,final,100,1500.0,1.9215601510490348
SA,sphere,final,100,1600.0,1.9215601510490348
SA,sphere,final,100,1700.0,1.9215601510490348
SA,sphere,final,100,1800.0,1.9215601510490348
SA,sphere,final,100,1900.0,1.9215601510490348
SA,sphere,final,100,2000.0,1.9215601510490348
SA,sphere,final,100,2100.0,1.9215601510490348
SA,sphere,final,100,2200.0,1.9215601510490348
SA,sphere,final,100,2300.0,1.9215601510490348
SA,sphere,final,100,2400.0,1.9215601510490348
SA,sphere,final,100,2500.0,1.9215601510490348
SA,sphere,final,100,2600.0,1.9215601510490348
SA,sphere,final,100,2700.0,1.9215601510490348
SA,sphere,final,100,2800.0,1.9215601510490348
SA,sphere,final,100,2900.0,1.9215601510490348
SA,sphere,final,100,3000.0,1.9215601510490348
SA,sphere,final,100,3100.0,1.9215601510490348
SA,sphere,final,100,3200.0,1.9215601510490348
SA,sphere,final,100,3300.0,1.9215601510490348
SA,sphere,final,100,3400.0,1.9215601510490348
SA,sphere,final,100,3500.0,1.9215601510490348
SA,sphere,final,100,3600.0,1.9215601510490348
SA,sphere,final,100,3700.0,1.9215601510490348
SA,sphere,final,100,3800.0,1.9215601510490348
SA,sphere,final,100,3900.0,1.9215601510490348
SA,sphere,final,100,4000.0,1.9215601510490348
SA,sphere,final,100,4100.0,1.9215601510490348
SA,sphere,final,100,4200.0,1.7521028470097069
SA,sphere,final,100,4300.0,1.7521028470097069
SA,sphere,final,100,4400.0,1.7521028470097069
SA,sphere,final,100,4500.0,1.7521028470097069
SA,sphere,final,100,4600.0,1.7521028470097069
SA,sphere,final,100,4700.0,1.7521028470097069
SA,sphere,final,100,4800.0,1.7521028470097069
SA,sphere,final,100,4900.0,1.7521028470097069
SA,sphere,final,100,5000.0,1.7521028470097069
SA,sphere,final,100,5100.0,1.7521028470097069
SA,sphere,final,100,5200.0,1.7521028470097069
SA,sphere,final,100,5300.0,1.7521028470097069
SA,sphere,final,100,5400.0,1.7521028470097069
SA,sphere,final,100,5500.0,1.7521028470097069
SA,sphere,final,100,5600.0,1.7521028470097069
SA,sphere,final,100,5700.0,1.7521028470097069
SA,sphere,final,100,5800.0,1.7521028470097069
SA,sphere,final,100,5900.0,1.7521028470097069
SA,sphere,final,100,6000.0,1.7521028470097069
SA,sphere,final,100,6100.0,1.7521028470097069
SA,sphere,final,100,6200.0,1.7521028470097069
SA,sphere,final,100,6300.0,1.7521028470097069
SA,sphere,final,100,6400.0,1.7521028470097069
SA,sphere,final,100,6500.0,1.7521028470097069
SA,sphere,final,100,6600.0,1.7521028470097069
SA,sphere,final,100,6700.0,1.7521028470097069
SA,sphere,final,100,6800.0,1.7521028470097069
SA,sphere,final,100,6900.0,1.7521028470097069
SA,sphere,final,100,7000.0,1.7521028470097069
SA,sphere,final,100,7100.0,1.7521028470097069
SA,sphere,final,100,7200.0,1.7521028470097069
SA,sphere,final,100,7300.0,1.7521028470097069
SA,sphere,final,100,7400.0,1.7521028470097069
SA,sphere,final,100,7500.0,1.7521028470097069
SA,sphere,final,100,7600.0,1.7521028470097069
SA,sphere,final,100,7700.0,1.7521028470097069
SA,sphere,final,100,7800.0,1.7521028470097069
SA,sphere,final,100,7900.0,1.7521028470097069
SA,sphere,final,100,8000.0,1.7521028470097069
SA,sphere,final,100,8100.0,1.5446560916443703
SA,sphere,final,100,8200.0,1.5446560916443703
SA,sphere,final,100,8300.0,1.5446560916443703
SA,sphere,final,100,8400.0,1.5446560916443703
SA,sphere,final,100,8500.0,1.5446560916443703
SA,sphere,final,100,8600.0,1.5446560916443703
SA,sphere,final,100,8700.0,1.5446560916443703
SA,sphere,final,100,8800.0,1.5446560916443703
SA,sphere,final,100,8900.0,1.5446560916443703
SA,sphere,final,100,9000.0,1.5446560916443703
SA,sphere,final,100,9100.0,1.5446560916443703
SA,sphere,final,100,9200.0,1.5446560916443703
SA,sphere,final,100,9300.0,1.5446560916443703
SA,sphere,final,100,9400.0,1.5446560916443703
SA,sphere,final,100,9500.0,1.5446560916443703
SA,sphere,final,100,9600.0,1.5446560916443703
SA,sphere,final,100,9700.0,1.5446560916443703
SA,sphere,final,100,9800.0,1.5446560916443703
SA,sphere,final,100,9900.0,1.5446560916443703
SA,sphere,final,100,10000.0,1.5446560916443703
SA,sphere,final,100,10100.0,1.5446560916443703
SA,sphere,final,100,10200.0,1.5446560916443703
SA,sphere,final,100,10300.0,1.5446560916443703
SA,sphere,final,100,10400.0,1.5446560916443703
SA,sphere,final,100,10500.0,1.5446560916443703
SA,sphere,final,100,10600.0,1.5446560916443703
SA,sphere,final,100,10700.0,1.5446560916443703
SA,sphere,final,100,10800.0,1.5446560916443703
SA,sphere,final,100,10900.0,1.5446560916443703
SA,sphere,final,100,11000.0,1.5446560916443703
SA,sphere,final,100,11100.0,1.5446560916443703
SA,sphere,final,100,11200.0,1.5446560916443703
SA,sphere,final,100,11300.0,1.5446560916443703
SA,sphere,final,100,11400.0,1.5446560916443703
SA,sphere,final,100,11500.0,1.5446560916443703
SA,sphere,final,100,11600.0,1.5446560916443703
SA,sphere,final,100,11700.0,1.5446560916443703
SA,sphere,final,100,11800.0,1.5446560916443703
SA,sphere,final,100,11900.0,1.5446560916443703
SA,sphere,final,100,12000.0,1.5446560916443703
SA,sphere,final,100,12100.0,1.5446560916443703
SA,sphere,final,100,12200.0,1.5446560916443703
SA,sphere,final,100,12300.0,1.5446560916443703
SA,sphere,final,100,12400.0,1.5446560916443703
SA,sphere,final,100,12500.0,1.5446560916443703
SA,sphere,final,100,12600.0,1.5446560916443703
SA,sphere,final,100,12700.0,1.5446560916443703
SA,sphere,final,100,12800.0,1.5446560916443703
SA,sphere,final,100,12900.0,1.5446560916443703
SA,sphere,final,100,13000.0,1.5446560916443703
SA,sphere,final,100,13100.0,1.5446560916443703
SA,sphere,final,100,13200.0,1.5446560916443703
SA,sphere,final,100,13300.0,1.5446560916443703
SA,sphere,final,100,13400.0,1.5446560916443703
SA,sphere,final,100,13500.0,1.5446560916443703
SA,sphere,final,100,13600.0,1.5446560916443703
SA,sphere,final,100,13700.0,1.5446560916443703
SA,sphere,final,100,13800.0,1.5446560916443703
SA,sphere,final,100,13900.0,1.5446560916443703
SA,sphere,final,100,14000.0,1.5446560916443703
SA,sphere,final,100,14100.0,1.5446560916443703
SA,sphere,final,100,14200.0,1.5446560916443703
SA,sphere,final,100,14300.0,1.5446560916443703
SA,sphere,final,100,14400.0,1.5446560916443703
SA,sphere,final,100,14500.0,1.5446560916443703
SA,sphere,final,100,14600.0,1.5446560916443703
SA,sphere,final,100,14700.0,1.5446560916443703
SA,sphere,final,100,14800.0,1.5446560916443703
SA,sphere,final,100,14900.0,1.5446560916443703
SA,sphere,final,100,15000.0,1.5446560916443703
SA,sphere,final,100,15100.0,1.5446560916443703
SA,sphere,final,100,15200.0,1.5446560916443703
SA,sphere,final,100,15300.0,1.5446560916443703
SA,sphere,final,100,15400.0,1.5446560916443703
SA,sphere,final,100,15500.0,1.5446560916443703
SA,sphere,final,100,15600.0,1.5446560916443703
SA,sphere,final,100,15700.0,1.5446560916443703
SA,sphere,final,100,15800.0,1.5446560916443703
SA,sphere,final,100,15900.0,1.5446560916443703
SA,sphere,final,100,16000.0,1.5446560916443703
SA,sphere,final,100,16100.0,1.5446560916443703
SA,sphere,final,100,16200.0,1.5446560916443703
SA,sphere,final,100,16300.0,1.5446560916443703
SA,sphere,final,100,16400.0,1.5446560916443703
SA,sphere,final,100,16500.0,1.5446560916443703
SA,sphere,final,100,16600.0,1.5446560916443703
SA,sphere,final,100,16700.0,1.4280628500818813
SA,sphere,final,100,16800.0,1.4280628500818813
SA,sphere,final,100,16900.0,0.8490671973175102
SA,sphere,final,100,17000.0,0.8490671973175102
SA,sphere,final,100,17100.0,0.8490671973175102
SA,sphere,final,100,17200.0,0.8490671973175102
SA,sphere,final,100,17300.0,0.8490671973175102
SA,sphere,final,100,17400.0,0.8490671973175102
SA,sphere,final,100,17500.0,0.8490671973175102
SA,sphere,final,100,17600.0,0.8490671973175102
SA,sphere,final,100,17700.0,0.8490671973175102
SA,sphere,final,100,17800.0,0.8490671973175102
SA,sphere,final,100,17900.0,0.8490671973175102
SA,sphere,final,100,18000.0,0.8490671973175102
SA,sphere,final,100,18100.0,0.8490671973175102
SA,sphere,final,100,18200.0,0.8490671973175102
SA,sphere,final,100,18300.0,0.8490671973175102
SA,sphere,final,100,18400.0,0.716826926219123
SA,sphere,final,100,18500.0,0.716826926219123
SA,sphere,final,100,18600.0,0.716826926219123
SA,sphere,final,100,18700.0,0.716826926219123
SA,sphere,final,100,18800.0,0.716826926219123
SA,sphere,final,100,18900.0,0.716826926219123
SA,sphere,final,100,19000.0,0.716826926219123
SA,sphere,final,100,19100.0,0.716826926219123
SA,sphere,final,100,19200.0,0.716826926219123
SA,sphere,final,100,19300.0,0.716826926219123
SA,sphere,final,100,19400.0,0.716826926219123
SA,sphere,final,100,19500.0,0.716826926219123
SA,sphere,final,100,19600.0,0.716826926219123
SA,sphere,final,100,19700.0,0.716826926219123
SA,sphere,final,100,19800.0,0.716826926219123
SA,sphere,final,100,19900.0,0.716826926219123
SA,sphere,final,100,20000.0,0.716826926219123
SA,sphere,final,101,100.0,40.94080872645234
SA,sphere,final,101,200.0,22.66096472457348
SA,sphere,final,101,300.0,20.93106388158308
SA,sphere,final,101,400.0,6.668695364578214
SA,sphere,final,101,500.0,2.0338833525476137
SA,sphere,final,101,600.0,1.3423200131682864
SA,sphere,final,101,700.0,1.3423200131682864
SA,sphere,final,101,800.0,1.3423200131682864
SA,sphere,final,101,900.0,1.3423200131682864
SA,sphere,final,101,1000.0,1.2043564095226182
SA,sphere,final,101,1100.0,1.2043564095226182
SA,sphere,final,101,1200.0,1.2043564095226182
SA,sphere,final,101,1300.0,1.2043564095226182
SA,sphere,final,101,1400.0,1.2043564095226182
SA,sphere,final,101,1500.0,1.2043564095226182
SA,sphere,final,101,1600.0,1.2043564095226182
SA,sphere,final,101,1700.0,1.2043564095226182
SA,sphere,final,101,1800.0,1.2043564095226182
SA,sphere,final,101,1900.0,1.2043564095226182
SA,sphere,final,101,2000.0,1.2043564095226182
SA,sphere,final,101,2100.0,1.2043564095226182
SA,sphere,final,101,2200.0,1.2043564095226182
SA,sphere,final,101,2300.0,1.2043564095226182
SA,sphere,final,101,2400.0,1.2043564095226182
SA,sphere,final,101,2500.0,1.2043564095226182
SA,sphere,final,101,2600.0,1.2043564095226182
SA,sphere,final,101,2700.0,1.2043564095226182
SA,sphere,final,101,2800.0,1.2043564095226182
SA,sphere,final,101,2900.0,1.2043564095226182
SA,sphere,final,101,3000.0,1.2043564095226182
SA,sphere,final,101,3100.0,1.2043564095226182
SA,sphere,final,101,3200.0,1.2043564095226182
SA,sphere,final,101,3300.0,1.2043564095226182
SA,sphere,final,101,3400.0,1.2043564095226182
SA,sphere,final,101,3500.0,1.2043564095226182
SA,sphere,final,101,3600.0,1.2043564095226182
SA,sphere,final,101,3700.0,1.2043564095226182
SA,sphere,final,101,3800.0,1.2043564095226182
SA,sphere,final,101,3900.0,1.2043564095226182
SA,sphere,final,101,4000.0,1.2043564095226182
SA,sphere,final,101,4100.0,1.2043564095226182
SA,sphere,final,101,4200.0,1.2043564095226182
SA,sphere,final,101,4300.0,1.2043564095226182
SA,sphere,final,101,4400.0,1.2043564095226182
SA,sphere,final,101,4500.0,1.2043564095226182
SA,sphere,final,101,4600.0,1.2043564095226182
SA,sphere,final,101,4700.0,1.2043564095226182
SA,sphere,final,101,4800.0,1.2043564095226182
SA,sphere,final,101,4900.0,1.2043564095226182
SA,sphere,final,101,5000.0,1.2043564095226182
SA,sphere,final,101,5100.0,1.2043564095226182
SA,sphere,final,101,5200.0,1.2043564095226182
SA,sphere,final,101,5300.0,1.2043564095226182
SA,sphere,final,101,5400.0,1.2043564095226182
SA,sphere,final,101,5500.0,1.2043564095226182
SA,sphere,final,101,5600.0,1.2043564095226182
SA,sphere,final,101,5700.0,1.2043564095226182
SA,sphere,final,101,5800.0,1.2043564095226182
SA,sphere,final,101,5900.0,1.2043564095226182
SA,sphere,final,101,6000.0,1.2043564095226182
SA,sphere,final,101,6100.0,1.2043564095226182
SA,sphere,final,101,6200.0,1.2043564095226182
SA,sphere,final,101,6300.0,1.2043564095226182
SA,sphere,final,101,6400.0,1.2043564095226182
SA,sphere,final,101,6500.0,1.2043564095226182
SA,sphere,final,101,6600.0,1.2043564095226182
SA,sphere,final,101,6700.0,1.2043564095226182
SA,sphere,final,101,6800.0,1.2043564095226182
SA,sphere,final,101,6900.0,1.2043564095226182
SA,sphere,final,101,7000.0,1.2043564095226182
SA,sphere,final,101,7100.0,1.2043564095226182
SA,sphere,final,101,7200.0,1.2043564095226182
SA,sphere,final,101,7300.0,1.2043564095226182
SA,sphere,final,101,7400.0,1.2043564095226182
SA,sphere,final,101,7500.0,1.2043564095226182
SA,sphere,final,101,7600.0,1.2043564095226182
SA,sphere,final,101,7700.0,1.2043564095226182
SA,sphere,final,101,7800.0,1.2043564095226182
SA,sphere,final,101,7900.0,1.2043564095226182
SA,sphere,final,101,8000.0,1.2043564095226182
SA,sphere,final,101,8100.0,1.2043564095226182
SA,sphere,final,101,8200.0,1.2043564095226182
SA,sphere,final,101,8300.0,1.2043564095226182
SA,sphere,final,101,8400.0,1.2043564095226182
SA,sphere,final,101,8500.0,1.2043564095226182
SA,sphere,final,101,8600.0,1.2043564095226182
SA,sphere,final,101,8700.0,1.2043564095226182
SA,sphere,final,101,8800.0,1.2043564095226182
SA,sphere,final,101,8900.0,1.2043564095226182
SA,sphere,final,101,9000.0,1.2043564095226182
SA,sphere,final,101,9100.0,1.2043564095226182
SA,sphere,final,101,9200.0,1.2043564095226182
SA,sphere,final,101,9300.0,1.2043564095226182
SA,sphere,final,101,9400.0,1.2043564095226182
